protein_row_id,structure_unique_sequence_id,qc_review_mode,trusted_source_group,trusted_source_sampled_for_qc,trusted_source_qc_verdict,trusted_source_qc_issue_type,trusted_source_qc_sampling_stratum,trusted_source_qc_sampling_rate,trusted_source_origin_row_index
317,SEQ_7EA2BB1E8DD8,full_manual_review,other,False,not_reviewed,,,,
318,SEQ_49A19427092B,full_manual_review,other,False,not_reviewed,,,,
320,SEQ_739E9342BE73,full_manual_review,other,False,not_reviewed,,,,
322,SEQ_6CA75DDF2797,full_manual_review,other,False,not_reviewed,,,,
323,SEQ_ED98C412D9D0,full_manual_review,other,False,not_reviewed,,,,
325,SEQ_9D87764F7CD2,full_manual_review,other,False,not_reviewed,,,,
329,SEQ_A7D1E7F71A02,full_manual_review,other,False,not_reviewed,,,,
330,SEQ_F82E6B99CCFE,full_manual_review,other,False,not_reviewed,,,,
392,SEQ_DFAA362614C4,full_manual_review,other,False,not_reviewed,,,,
395,SEQ_4C9AD830844C,full_manual_review,other,False,not_reviewed,,,,
397,SEQ_EB78B2647126,full_manual_review,other,False,not_reviewed,,,,
415,SEQ_D56BECAA7D2D,full_manual_review,other,False,not_reviewed,,,,
416,SEQ_A4CBF72C5FAF,full_manual_review,other,False,not_reviewed,,,,
417,SEQ_D3ACC139F142,full_manual_review,other,False,not_reviewed,,,,
419,SEQ_6BA86B755318,full_manual_review,other,False,not_reviewed,,,,
424,SEQ_16DA547654AD,full_manual_review,other,False,not_reviewed,,,,
428,SEQ_3B3B6CECFCB4,full_manual_review,other,False,not_reviewed,,,,
429,SEQ_B10A475713FF,full_manual_review,other,False,not_reviewed,,,,
430,SEQ_A2FD89A945DF,full_manual_review,other,False,not_reviewed,,,,
432,SEQ_34FCDF4094F9,full_manual_review,other,False,not_reviewed,,,,
441,SEQ_E87A6010379C,full_manual_review,other,False,not_reviewed,,,,
442,SEQ_C3E65C956950,full_manual_review,other,False,not_reviewed,,,,
443,SEQ_A91614A6B223,full_manual_review,other,False,not_reviewed,,,,
444,SEQ_2BA2EFE11032,full_manual_review,other,False,not_reviewed,,,,
448,SEQ_E2112400888A,full_manual_review,other,False,not_reviewed,,,,
459,SEQ_81515E7778E7,full_manual_review,other,False,not_reviewed,,,,
469,SEQ_1AF93AA3C636,full_manual_review,other,False,not_reviewed,,,,
470,SEQ_CAE1FE538364,full_manual_review,other,False,not_reviewed,,,,
471,SEQ_C90E14056857,full_manual_review,other,False,not_reviewed,,,,
472,SEQ_6E40CFA19F99,full_manual_review,other,False,not_reviewed,,,,
473,SEQ_DE5A44671AB6,full_manual_review,other,False,not_reviewed,,,,
474,SEQ_C634CE81AEBD,full_manual_review,other,False,not_reviewed,,,,
500,SEQ_419EBE3CE5AE,full_manual_review,other,False,not_reviewed,,,,
501,SEQ_A4D4621E5EBD,full_manual_review,other,False,not_reviewed,,,,
502,SEQ_712B138118C1,full_manual_review,other,False,not_reviewed,,,,
503,SEQ_92DFDD8257AC,full_manual_review,other,False,not_reviewed,,,,
505,SEQ_7BBD157A4B78,full_manual_review,other,False,not_reviewed,,,,
506,SEQ_8D5A2505BCB6,full_manual_review,other,False,not_reviewed,,,,
507,SEQ_E20F90D2887F,full_manual_review,other,False,not_reviewed,,,,
508,SEQ_8FEC780EC11B,full_manual_review,other,False,not_reviewed,,,,
509,SEQ_3A90E79CA92E,full_manual_review,other,False,not_reviewed,,,,
513,SEQ_DDCFCF96F97C,full_manual_review,other,False,not_reviewed,,,,
514,SEQ_9C27F45246FC,full_manual_review,other,False,not_reviewed,,,,
516,SEQ_8BC0FD64C2C4,full_manual_review,other,False,not_reviewed,,,,
518,SEQ_B119E7FC52EB,full_manual_review,other,False,not_reviewed,,,,
519,SEQ_63658A06AA2E,full_manual_review,other,False,not_reviewed,,,,
521,SEQ_C61DD569BF45,full_manual_review,other,False,not_reviewed,,,,
526,SEQ_CBE111D988D8,full_manual_review,other,False,not_reviewed,,,,
527,SEQ_63801C57AF6F,full_manual_review,other,False,not_reviewed,,,,
528,SEQ_36C4B3931420,full_manual_review,other,False,not_reviewed,,,,
529,SEQ_922F8BB3E0EA,full_manual_review,other,False,not_reviewed,,,,
532,SEQ_34E1B0363623,full_manual_review,other,False,not_reviewed,,,,
533,SEQ_87CCE9BBB103,full_manual_review,other,False,not_reviewed,,,,
534,SEQ_52A823D3828F,full_manual_review,other,False,not_reviewed,,,,
535,SEQ_C468263F8BAF,full_manual_review,other,False,not_reviewed,,,,
536,SEQ_688BDC5BD65E,full_manual_review,other,False,not_reviewed,,,,
540,SEQ_AD687321CF4C,full_manual_review,other,False,not_reviewed,,,,
541,SEQ_2C8905359E3B,full_manual_review,other,False,not_reviewed,,,,
542,SEQ_9637B8642093,full_manual_review,other,False,not_reviewed,,,,
545,SEQ_C0F1D17D3E78,full_manual_review,other,False,not_reviewed,,,,
546,SEQ_4C4A833BC4FA,full_manual_review,other,False,not_reviewed,,,,
547,SEQ_45C91BE483CD,full_manual_review,other,False,not_reviewed,,,,
548,SEQ_5044768A906B,full_manual_review,other,False,not_reviewed,,,,
549,SEQ_DCF5962650D7,full_manual_review,other,False,not_reviewed,,,,
550,SEQ_13BEF5431854,full_manual_review,other,False,not_reviewed,,,,
551,SEQ_BBF893294599,full_manual_review,other,False,not_reviewed,,,,
552,SEQ_6DD26A3FD889,full_manual_review,other,False,not_reviewed,,,,
553,SEQ_8D02A22E1C2A,full_manual_review,other,False,not_reviewed,,,,
554,SEQ_0F00F2E6B1DF,full_manual_review,other,False,not_reviewed,,,,
555,SEQ_AD422C5621F6,full_manual_review,other,False,not_reviewed,,,,
556,SEQ_D0D73EE56026,full_manual_review,other,False,not_reviewed,,,,
557,SEQ_D35B87C7EACE,full_manual_review,other,False,not_reviewed,,,,
558,SEQ_47ED6C89D96C,full_manual_review,other,False,not_reviewed,,,,
559,SEQ_D8C9DDA12A7E,full_manual_review,other,False,not_reviewed,,,,
560,SEQ_69ED09FE0FF3,full_manual_review,other,False,not_reviewed,,,,
561,SEQ_4721660F144B,full_manual_review,other,False,not_reviewed,,,,
562,SEQ_94C36847C615,full_manual_review,other,False,not_reviewed,,,,
563,SEQ_402F96509C3E,full_manual_review,other,False,not_reviewed,,,,
564,SEQ_BD5EC1CC1ECF,full_manual_review,other,False,not_reviewed,,,,
565,SEQ_1AC2A9E44ED9,full_manual_review,other,False,not_reviewed,,,,
566,SEQ_879ED9668089,full_manual_review,other,False,not_reviewed,,,,
567,SEQ_F82031001B34,full_manual_review,other,False,not_reviewed,,,,
570,SEQ_6CE9AEC60B3C,full_manual_review,other,False,not_reviewed,,,,
571,SEQ_554EBB4EFF5C,full_manual_review,other,False,not_reviewed,,,,
576,SEQ_D7807A76AB83,full_manual_review,other,False,not_reviewed,,,,
580,SEQ_474452DE8426,full_manual_review,other,False,not_reviewed,,,,
599,SEQ_226E54CF054A,full_manual_review,other,False,not_reviewed,,,,
603,SEQ_9DDDDC3033C7,full_manual_review,other,False,not_reviewed,,,,
608,SEQ_848FAE16E456,full_manual_review,other,False,not_reviewed,,,,
612,SEQ_53264A9E5168,full_manual_review,other,False,not_reviewed,,,,
613,SEQ_8EA9C12C81AD,full_manual_review,other,False,not_reviewed,,,,
618,SEQ_E96CEA854DAF,full_manual_review,other,False,not_reviewed,,,,
634,SEQ_3FC6EA3C2183,full_manual_review,other,False,not_reviewed,,,,
635,SEQ_357DAD8A9EC9,full_manual_review,other,False,not_reviewed,,,,
638,SEQ_EF8CFABC8076,full_manual_review,other,False,not_reviewed,,,,
646,SEQ_99D7A9F65472,full_manual_review,other,False,not_reviewed,,,,
647,SEQ_BEFA3AF12B96,full_manual_review,other,False,not_reviewed,,,,
649,SEQ_FA7B4A6C4C9C,full_manual_review,other,False,not_reviewed,,,,
652,SEQ_32F0A594876A,full_manual_review,other,False,not_reviewed,,,,
653,SEQ_160B3E2C2E5C,full_manual_review,other,False,not_reviewed,,,,
655,SEQ_F1C7407144DD,full_manual_review,other,False,not_reviewed,,,,
658,SEQ_0DEE059613E7,full_manual_review,other,False,not_reviewed,,,,
660,SEQ_A47DBBADED79,full_manual_review,other,False,not_reviewed,,,,
661,SEQ_88D64DE2D577,full_manual_review,other,False,not_reviewed,,,,
665,SEQ_D91C51899CF8,full_manual_review,other,False,not_reviewed,,,,
685,SEQ_D769EC4004EC,full_manual_review,other,False,not_reviewed,,,,
717,SEQ_76A9EF3CD42A,full_manual_review,other,False,not_reviewed,,,,
718,SEQ_64931E291543,full_manual_review,other,False,not_reviewed,,,,
719,SEQ_DC2CB39DBD00,full_manual_review,other,False,not_reviewed,,,,
731,SEQ_E3E2B14669FD,full_manual_review,other,False,not_reviewed,,,,
732,SEQ_B7DA7F41AA26,full_manual_review,other,False,not_reviewed,,,,
759,SEQ_4471B6DAA7A6,full_manual_review,other,False,not_reviewed,,,,
762,SEQ_24C8FF747644,full_manual_review,other,False,not_reviewed,,,,
763,SEQ_E97FF40AD670,full_manual_review,other,False,not_reviewed,,,,
766,SEQ_8D92B62CEED0,full_manual_review,other,False,not_reviewed,,,,
769,SEQ_E1207223E578,full_manual_review,other,False,not_reviewed,,,,
772,SEQ_68F45D55ECBE,full_manual_review,other,False,not_reviewed,,,,
779,SEQ_84484723985B,full_manual_review,other,False,not_reviewed,,,,
780,SEQ_3AF6845C527E,full_manual_review,other,False,not_reviewed,,,,
786,SEQ_C9ABBEAADFFD,full_manual_review,other,False,not_reviewed,,,,
787,SEQ_6BB0F6E18C30,full_manual_review,other,False,not_reviewed,,,,
788,SEQ_229E2C6963C0,full_manual_review,other,False,not_reviewed,,,,
789,SEQ_4B0B9E2E03D4,full_manual_review,other,False,not_reviewed,,,,
790,SEQ_4839792C59E8,full_manual_review,other,False,not_reviewed,,,,
805,SEQ_B2088DC068AF,full_manual_review,other,False,not_reviewed,,,,
852,SEQ_F800312234F0,full_manual_review,other,False,not_reviewed,,,,
853,SEQ_F3E66439AC4F,full_manual_review,other,False,not_reviewed,,,,
854,SEQ_FE42E14ECFAF,full_manual_review,other,False,not_reviewed,,,,
855,SEQ_6BABAB54D422,full_manual_review,other,False,not_reviewed,,,,
856,SEQ_5E501FE2F263,full_manual_review,other,False,not_reviewed,,,,
872,SEQ_7596B2E76E9B,full_manual_review,other,False,not_reviewed,,,,
925,SEQ_8808E831E49D,full_manual_review,other,False,not_reviewed,,,,
931,SEQ_50DF40471E58,full_manual_review,other,False,not_reviewed,,,,
933,SEQ_142C11D0379F,full_manual_review,other,False,not_reviewed,,,,
936,SEQ_EA873B42A3D5,full_manual_review,other,False,not_reviewed,,,,
937,SEQ_7C81A0AD22D6,full_manual_review,other,False,not_reviewed,,,,
938,SEQ_C24BF3D91573,full_manual_review,other,False,not_reviewed,,,,
939,SEQ_B11D81F62F55,full_manual_review,other,False,not_reviewed,,,,
942,SEQ_56C0FC0CF1FA,full_manual_review,other,False,not_reviewed,,,,
944,SEQ_FFB88A84DFF0,full_manual_review,other,False,not_reviewed,,,,
946,SEQ_65A2CDEFB091,full_manual_review,other,False,not_reviewed,,,,
952,SEQ_324076BF5F6C,full_manual_review,other,False,not_reviewed,,,,
953,SEQ_7010F9153567,full_manual_review,other,False,not_reviewed,,,,
958,SEQ_794223A2B993,full_manual_review,other,False,not_reviewed,,,,
959,SEQ_2C6C49A14E11,full_manual_review,other,False,not_reviewed,,,,
960,SEQ_3E5D62EBFB21,full_manual_review,other,False,not_reviewed,,,,
962,SEQ_5C924820FF58,full_manual_review,other,False,not_reviewed,,,,
963,SEQ_E521662B6EBA,full_manual_review,other,False,not_reviewed,,,,
986,SEQ_30DF2C3FFAB1,full_manual_review,other,False,not_reviewed,,,,
987,SEQ_371E806410FD,full_manual_review,other,False,not_reviewed,,,,
988,SEQ_71AAD7C6F887,full_manual_review,other,False,not_reviewed,,,,
995,SEQ_EF727C48ED39,full_manual_review,other,False,not_reviewed,,,,
997,SEQ_AA8FEB758F43,full_manual_review,other,False,not_reviewed,,,,
1007,SEQ_9C27B5B8EAAA,full_manual_review,other,False,not_reviewed,,,,
1008,SEQ_9E2EA2DCF6BF,full_manual_review,other,False,not_reviewed,,,,
1011,SEQ_81A863A45F70,full_manual_review,other,False,not_reviewed,,,,
1013,SEQ_11268CAC87A9,full_manual_review,other,False,not_reviewed,,,,
1018,SEQ_4FC37D4DAD4A,full_manual_review,other,False,not_reviewed,,,,
1019,SEQ_6AD5BB3AABA9,full_manual_review,other,False,not_reviewed,,,,
1020,SEQ_AA97FB86CB51,full_manual_review,other,False,not_reviewed,,,,
1021,SEQ_FA99C034C9DB,full_manual_review,other,False,not_reviewed,,,,
1022,SEQ_5DD86C625D8F,full_manual_review,other,False,not_reviewed,,,,
1023,SEQ_F9AA705E1AF3,full_manual_review,other,False,not_reviewed,,,,
1024,SEQ_E19EADFE1E89,full_manual_review,other,False,not_reviewed,,,,
1031,SEQ_CE6C600E21C4,full_manual_review,other,False,not_reviewed,,,,
1035,SEQ_EE6A840F3BBB,full_manual_review,other,False,not_reviewed,,,,
1038,SEQ_9222FD522BB8,full_manual_review,other,False,not_reviewed,,,,
1039,SEQ_D9874D90FA34,full_manual_review,other,False,not_reviewed,,,,
1040,SEQ_1396723090D7,full_manual_review,other,False,not_reviewed,,,,
1042,SEQ_50BF2BC7C333,full_manual_review,other,False,not_reviewed,,,,
1043,SEQ_D8D391DD2EE6,full_manual_review,other,False,not_reviewed,,,,
1044,SEQ_DF75A7B9C8C4,full_manual_review,other,False,not_reviewed,,,,
1045,SEQ_ADCB2827DDCB,full_manual_review,other,False,not_reviewed,,,,
1046,SEQ_302FAB1510D0,full_manual_review,other,False,not_reviewed,,,,
1047,SEQ_642468344D36,full_manual_review,other,False,not_reviewed,,,,
1048,SEQ_7BB5E2F8C66C,full_manual_review,other,False,not_reviewed,,,,
1049,SEQ_621625CE9EDA,full_manual_review,other,False,not_reviewed,,,,
1050,SEQ_B258BDF1587E,full_manual_review,other,False,not_reviewed,,,,
1051,SEQ_63C3DB46F8DC,full_manual_review,other,False,not_reviewed,,,,
1052,SEQ_147A3EDD6252,full_manual_review,other,False,not_reviewed,,,,
1053,SEQ_62BF20D37FD9,full_manual_review,other,False,not_reviewed,,,,
1054,SEQ_2D8090C48D4F,full_manual_review,other,False,not_reviewed,,,,
1055,SEQ_C9C8EBBA0CB9,full_manual_review,other,False,not_reviewed,,,,
1056,SEQ_766516CD7575,full_manual_review,other,False,not_reviewed,,,,
1057,SEQ_0A7B0062A333,full_manual_review,other,False,not_reviewed,,,,
1058,SEQ_6DBB0441690B,full_manual_review,other,False,not_reviewed,,,,
1059,SEQ_05A12620E152,full_manual_review,other,False,not_reviewed,,,,
1060,SEQ_CBBE40A4EDEC,full_manual_review,other,False,not_reviewed,,,,
1061,SEQ_CE01086BA656,full_manual_review,other,False,not_reviewed,,,,
1062,SEQ_4EE73C8CDB28,full_manual_review,other,False,not_reviewed,,,,
1063,SEQ_2DB5970FEE45,full_manual_review,other,False,not_reviewed,,,,
1064,SEQ_1A00EBB24808,full_manual_review,other,False,not_reviewed,,,,
1065,SEQ_55377044C95C,full_manual_review,other,False,not_reviewed,,,,
1066,SEQ_2D41A2DE714B,full_manual_review,other,False,not_reviewed,,,,
1067,SEQ_A513D1E952FE,full_manual_review,other,False,not_reviewed,,,,
1068,SEQ_B81EE1FF072C,full_manual_review,other,False,not_reviewed,,,,
1069,SEQ_EA42F07C6675,full_manual_review,other,False,not_reviewed,,,,
1070,SEQ_8A4D6F8FF024,full_manual_review,other,False,not_reviewed,,,,
1071,SEQ_B7A1493D1CA4,full_manual_review,other,False,not_reviewed,,,,
1072,SEQ_3A97B50A9E74,full_manual_review,other,False,not_reviewed,,,,
1073,SEQ_33E33F379F53,full_manual_review,other,False,not_reviewed,,,,
1074,SEQ_79DE70239553,full_manual_review,other,False,not_reviewed,,,,
1075,SEQ_BFE1F953FE95,full_manual_review,other,False,not_reviewed,,,,
1076,SEQ_55DD96BD9346,full_manual_review,other,False,not_reviewed,,,,
1077,SEQ_3729708EBF1F,full_manual_review,other,False,not_reviewed,,,,
1078,SEQ_85325B5AC492,full_manual_review,other,False,not_reviewed,,,,
1079,SEQ_43C49A2B13D1,full_manual_review,other,False,not_reviewed,,,,
1080,SEQ_7316C0406339,full_manual_review,other,False,not_reviewed,,,,
1081,SEQ_52716F2FAEEC,full_manual_review,other,False,not_reviewed,,,,
1083,SEQ_464C1F9F1210,full_manual_review,other,False,not_reviewed,,,,
1084,SEQ_EE12A7C4C03E,full_manual_review,other,False,not_reviewed,,,,
1085,SEQ_DCD911381F84,full_manual_review,other,False,not_reviewed,,,,
1086,SEQ_1BFF1C273554,full_manual_review,other,False,not_reviewed,,,,
1087,SEQ_52D5D152BFF5,full_manual_review,other,False,not_reviewed,,,,
1088,SEQ_EEAA34738F23,full_manual_review,other,False,not_reviewed,,,,
1089,SEQ_1BDCC06F8537,full_manual_review,other,False,not_reviewed,,,,
1090,SEQ_B64F18BA2482,full_manual_review,other,False,not_reviewed,,,,
1091,SEQ_E800024E95B7,full_manual_review,other,False,not_reviewed,,,,
1092,SEQ_6401B7529C24,full_manual_review,other,False,not_reviewed,,,,
1093,SEQ_DB43FDC07B11,full_manual_review,other,False,not_reviewed,,,,
1096,SEQ_E3682B5C5EA5,full_manual_review,other,False,not_reviewed,,,,
1097,SEQ_DB22CB7A7D51,full_manual_review,other,False,not_reviewed,,,,
1098,SEQ_16718319BF37,full_manual_review,other,False,not_reviewed,,,,
1099,SEQ_F04D396B988C,full_manual_review,other,False,not_reviewed,,,,
1100,SEQ_5A8FB44BF8B4,full_manual_review,other,False,not_reviewed,,,,
1101,SEQ_CD372F3B760D,full_manual_review,other,False,not_reviewed,,,,
1102,SEQ_3090A28E0EFD,full_manual_review,other,False,not_reviewed,,,,
1103,SEQ_626829ED76EF,full_manual_review,other,False,not_reviewed,,,,
1104,SEQ_D2C125EECAAE,full_manual_review,other,False,not_reviewed,,,,
1105,SEQ_55B9A72DFDD9,full_manual_review,other,False,not_reviewed,,,,
1106,SEQ_71D6B30822DD,full_manual_review,other,False,not_reviewed,,,,
1107,SEQ_13D25173E65C,full_manual_review,other,False,not_reviewed,,,,
1108,SEQ_5F183315D4EC,full_manual_review,other,False,not_reviewed,,,,
1109,SEQ_9C1BFE9F677E,full_manual_review,other,False,not_reviewed,,,,
1110,SEQ_28575910E564,full_manual_review,other,False,not_reviewed,,,,
